run_id,trial_id,scenario,name,timestamp,detail
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r04,S4-AWS-4,burst_ready,2026-09-08T14:54:25.07292077Z,requests=100
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r04,S4-AWS-4,burst_released,2026-09-08T14:54:25.072933441Z,start_channel=closed
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r04,S4-AWS-4,burst_finished,2026-09-08T14:54:26.065905943Z,requests=100
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r04,S4-AWS-4,tasks_finished,2026-09-08T14:54:26.374149395Z,tasks=4
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r04,S4-AWS-4,derivative_verified,2026-09-08T14:54:26.402139733Z,bytes=67940 webp=true
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r04,S4-AWS-4,health_after,2026-09-08T14:54:26.627230232Z,stable=true healthy=4
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-2-r04,S4-AWS-2,trial_started,2026-09-08T14:54:26.646687778Z,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-2-r04,S4-AWS-2,health_before,2026-09-08T14:54:26.863515104Z,stable=true healthy=2
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-2-r04,S4-AWS-2,tasks_prepared,2026-09-08T14:54:26.966960152Z,tasks=2
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-2-r04,S4-AWS-2,derivative_deleted,2026-09-08T14:54:26.987518882Z,result=success
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-2-r04,S4-AWS-2,cold_checked,2026-09-08T14:54:27.001197885Z,missing=true
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-2-r04,S4-AWS-2,burst_ready,2026-09-08T14:54:27.001508016Z,requests=100
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-2-r04,S4-AWS-2,burst_released,2026-09-08T14:54:27.001524841Z,start_channel=closed
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-2-r04,S4-AWS-2,burst_finished,2026-09-08T14:54:28.116059433Z,requests=100
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-2-r04,S4-AWS-2,tasks_finished,2026-09-08T14:54:28.219720615Z,tasks=2
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-2-r04,S4-AWS-2,derivative_verified,2026-09-08T14:54:28.24400434Z,bytes=67940 webp=true
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-2-r04,S4-AWS-2,health_after,2026-09-08T14:54:28.463226978Z,stable=true healthy=2
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-1-CONTROL-r04,S4-AWS-1-CONTROL,trial_started,2026-09-08T14:54:28.483619834Z,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-1-CONTROL-r04,S4-AWS-1-CONTROL,health_before,2026-09-08T14:54:28.688877044Z,stable=true healthy=1
