run_id,trial_id,scenario,task_id,task_definition_family,task_definition_revision,availability_zone,launch_type,cpu_vcpu,memory_mib,image_digest,prepared_at,finished_at,first_request_at,last_request_at,image_requests,requests_inflight,derivative_get_hit,derivative_get_miss,derivative_get_error,derivative_get_bytes,original_get_count,original_get_success,original_get_error,original_get_bytes,transform_attempts,transform_success,transform_failure,transform_error,transform_timeout,transform_duration_nanos,transform_inflight,transform_max_inflight,coalesced_requests,publish_created,publish_existing,publish_conflict,publish_error,publish_attempt_bytes,coordinator_keys,coordinator_waiters,cpu_usage_nanos,peak_memory_bytes,resource_errors,resource_source,resource_sample_gap_ms
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-2-r04,S4-AWS-2,ff455c38fa774b599d4847691b63c291,content-serving-e1-s4-ad80a58dee-media,1,ap-northeast-2a,FARGATE,1.000000,2048,sha256:8d040bec83be619c647ea9b645eff965bceaae6100407cdaa719af050ba74ef8,2026-09-08T14:54:26.96609463Z,2026-09-08T14:54:28.117220244Z,2026-09-08T14:54:27.002554723Z,2026-09-08T14:54:27.015063791Z,51,0,1,52,0,67940,1,1,0,4075024,1,1,0,0,0,828514154,0,1,50,0,1,0,0,67940,0,0,998332007,263393280,0,cgroup-v1-container-visible,50.000000
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-1-CONTROL-r04,S4-AWS-1-CONTROL,19c7928974ed4166b254fcce1564422a,content-serving-e1-s4-ad80a58dee-media,1,ap-northeast-2a,FARGATE,1.000000,2048,sha256:8d040bec83be619c647ea9b645eff965bceaae6100407cdaa719af050ba74ef8,2026-09-08T14:54:28.689949046Z,2026-09-08T14:54:29.914112611Z,2026-09-08T14:54:28.729153221Z,2026-09-08T14:54:28.777859584Z,100,0,0,101,0,0,1,1,0,4075024,1,1,0,0,0,770741416,0,1,99,1,0,0,0,67940,0,0,1070382852,228659200,0,cgroup-v1-container-visible,50.000000
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-1-CONTROL-r05,S4-AWS-1-CONTROL,19c7928974ed4166b254fcce1564422a,content-serving-e1-s4-ad80a58dee-media,1,ap-northeast-2a,FARGATE,1.000000,2048,sha256:8d040bec83be619c647ea9b645eff965bceaae6100407cdaa719af050ba74ef8,2026-09-08T14:54:30.397406471Z,2026-09-08T14:54:31.504044419Z,2026-09-08T14:54:30.435577451Z,2026-09-08T14:54:30.460199101Z,100,0,0,101,0,0,1,1,0,4075024,1,1,0,0,0,783031040,0,1,99,1,0,0,0,67940,0,0,1029192935,226656256,0,cgroup-v1-container-visible,50.000000
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-2-r05,S4-AWS-2,02965b9adc1b4594a369a885d85b87a3,content-serving-e1-s4-ad80a58dee-media,1,ap-northeast-2c,FARGATE,1.000000,2048,sha256:8d040bec83be619c647ea9b645eff965bceaae6100407cdaa719af050ba74ef8,2026-09-08T14:54:32.10726056Z,2026-09-08T14:54:33.216371896Z,2026-09-08T14:54:32.142526187Z,2026-09-08T14:54:32.151486893Z,51,0,1,52,0,67940,1,1,0,4075024,1,1,0,0,0,802720380,0,1,50,0,1,0,0,67940,0,0,966641442,291164160,0,cgroup-v1-container-visible,50.000000
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-2-r05,S4-AWS-2,ff455c38fa774b599d4847691b63c291,content-serving-e1-s4-ad80a58dee-media,1,ap-northeast-2a,FARGATE,1.000000,2048,sha256:8d040bec83be619c647ea9b645eff965bceaae6100407cdaa719af050ba74ef8,2026-09-08T14:54:32.005372057Z,2026-09-08T14:54:33.318444861Z,2026-09-08T14:54:32.142832552Z,2026-09-08T14:54:32.156614888Z,49,0,0,50,0,0,1,1,0,4075024,1,1,0,0,0,805412845,0,1,48,1,0,0,0,67940,0,0,945351053,265748480,0,cgroup-v1-container-visible,50.000000
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r05,S4-AWS-4,050220889959489bb6e4f9bfb1fc0f12,content-serving-e1-s4-ad80a58dee-media,1,ap-northeast-2c,FARGATE,1.000000,2048,sha256:8d040bec83be619c647ea9b645eff965bceaae6100407cdaa719af050ba74ef8,2026-09-08T14:54:34.133739417Z,2026-09-08T14:54:35.21733686Z,2026-09-08T14:54:34.170461924Z,2026-09-08T14:54:34.182964503Z,25,0,1,26,0,67940,1,1,0,4075024,1,1,0,0,0,788484840,0,1,24,0,1,0,0,67940,0,0,890302421,243130368,0,cgroup-v1-container-visible,50.000000
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r05,S4-AWS-4,7d2442d248464707a35dc83c0a8489f6,content-serving-e1-s4-ad80a58dee-media,1,ap-northeast-2c,FARGATE,1.000000,2048,sha256:8d040bec83be619c647ea9b645eff965bceaae6100407cdaa719af050ba74ef8,2026-09-08T14:54:33.825051496Z,2026-09-08T14:54:35.319488455Z,2026-09-08T14:54:34.166807956Z,2026-09-08T14:54:34.183786443Z,25,0,0,26,0,0,1,1,0,4075024,1,1,0,0,0,743509424,0,1,24,1,0,0,0,67940,0,0,847246262,244801536,0,cgroup-v1-container-visible,50.000000
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r05,S4-AWS-4,b971842de91943808ec3bbb899e282d1,content-serving-e1-s4-ad80a58dee-media,1,ap-northeast-2a,FARGATE,1.000000,2048,sha256:8d040bec83be619c647ea9b645eff965bceaae6100407cdaa719af050ba74ef8,2026-09-08T14:54:34.030888207Z,2026-09-08T14:54:35.524110339Z,2026-09-08T14:54:34.170794231Z,2026-09-08T14:54:34.185599671Z,26,0,1,27,0,67940,1,1,0,4075024,1,1,0,0,0,785599868,0,1,25,0,1,0,0,67940,0,0,898301278,246116352,0,cgroup-v1-container-visible,50.000000
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r05,S4-AWS-4,fdc782ff6e304ef5951f52985b40078d,content-serving-e1-s4-ad80a58dee-media,1,ap-northeast-2a,FARGATE,1.000000,2048,sha256:8d040bec83be619c647ea9b645eff965bceaae6100407cdaa719af050ba74ef8,2026-09-08T14:54:33.928170767Z,2026-09-08T14:54:35.421566058Z,2026-09-08T14:54:34.171143907Z,2026-09-08T14:54:34.187246685Z,24,0,1,25,0,67940,1,1,0,4075024,1,1,0,0,0,825423941,0,1,23,0,1,0,0,67940,0,0,922790303,264302592,0,cgroup-v1-container-visible,50.000000
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r06,S4-AWS-4,050220889959489bb6e4f9bfb1fc0f12,content-serving-e1-s4-ad80a58dee-media,1,ap-northeast-2c,FARGATE,1.000000,2048,sha256:8d040bec83be619c647ea9b645eff965bceaae6100407cdaa719af050ba74ef8,2026-09-08T14:54:36.048808879Z,2026-09-08T14:54:37.633645272Z,2026-09-08T14:54:36.393589046Z,2026-09-08T14:54:36.400027868Z,25,0,1,26,0,67940,1,1,0,4075024,1,1,0,0,0,801715924,0,1,24,0,1,0,0,67940,0,0,900363610,276070400,0,cgroup-v1-container-visible,50.000000
