run_id,trial_id,scenario,task_id,timestamp,cpu_usage_nanos,memory_usage_bytes,error
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-2-r01,S4-AWS-2,02965b9adc1b4594a369a885d85b87a3,2026-09-08T14:54:10.18650903Z,1174772753,47235072,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-2-r01,S4-AWS-2,02965b9adc1b4594a369a885d85b87a3,2026-09-08T14:54:10.235761693Z,1198934468,47464448,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-2-r01,S4-AWS-2,02965b9adc1b4594a369a885d85b87a3,2026-09-08T14:54:10.277839844Z,1199242507,47464448,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-2-r01,S4-AWS-2,ff455c38fa774b599d4847691b63c291,2026-09-08T14:54:09.039207607Z,143126827,9248768,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-2-r01,S4-AWS-2,ff455c38fa774b599d4847691b63c291,2026-09-08T14:54:09.089606561Z,143893001,9601024,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-2-r01,S4-AWS-2,ff455c38fa774b599d4847691b63c291,2026-09-08T14:54:09.172395783Z,171947564,14589952,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-2-r01,S4-AWS-2,ff455c38fa774b599d4847691b63c291,2026-09-08T14:54:09.189683044Z,208292603,18108416,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-2-r01,S4-AWS-2,ff455c38fa774b599d4847691b63c291,2026-09-08T14:54:09.239521189Z,290791424,23875584,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-2-r01,S4-AWS-2,ff455c38fa774b599d4847691b63c291,2026-09-08T14:54:09.29028825Z,317174820,25182208,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-2-r01,S4-AWS-2,ff455c38fa774b599d4847691b63c291,2026-09-08T14:54:09.339514171Z,335966757,31207424,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-2-r01,S4-AWS-2,ff455c38fa774b599d4847691b63c291,2026-09-08T14:54:09.389854579Z,382736771,85995520,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-2-r01,S4-AWS-2,ff455c38fa774b599d4847691b63c291,2026-09-08T14:54:09.440174962Z,432925618,85995520,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-2-r01,S4-AWS-2,ff455c38fa774b599d4847691b63c291,2026-09-08T14:54:09.489461867Z,482981732,85995520,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-2-r01,S4-AWS-2,ff455c38fa774b599d4847691b63c291,2026-09-08T14:54:09.539776174Z,531651648,86257664,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-2-r01,S4-AWS-2,ff455c38fa774b599d4847691b63c291,2026-09-08T14:54:09.590128945Z,580937591,89927680,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-2-r01,S4-AWS-2,ff455c38fa774b599d4847691b63c291,2026-09-08T14:54:09.640448361Z,632046236,129773568,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-2-r01,S4-AWS-2,ff455c38fa774b599d4847691b63c291,2026-09-08T14:54:09.689756595Z,682886793,151576576,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-2-r01,S4-AWS-2,ff455c38fa774b599d4847691b63c291,2026-09-08T14:54:09.740114576Z,732881218,151576576,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-2-r01,S4-AWS-2,ff455c38fa774b599d4847691b63c291,2026-09-08T14:54:09.790439386Z,783352606,152100864,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-2-r01,S4-AWS-2,ff455c38fa774b599d4847691b63c291,2026-09-08T14:54:09.83979548Z,833172972,152100864,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-2-r01,S4-AWS-2,ff455c38fa774b599d4847691b63c291,2026-09-08T14:54:09.890141679Z,883114261,152363008,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-2-r01,S4-AWS-2,ff455c38fa774b599d4847691b63c291,2026-09-08T14:54:09.940580019Z,923149499,152363008,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-2-r01,S4-AWS-2,ff455c38fa774b599d4847691b63c291,2026-09-08T14:54:09.989978077Z,972896183,152887296,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-2-r01,S4-AWS-2,ff455c38fa774b599d4847691b63c291,2026-09-08T14:54:10.04038387Z,1017378911,152887296,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-2-r01,S4-AWS-2,ff455c38fa774b599d4847691b63c291,2026-09-08T14:54:10.089757828Z,1067301849,153149440,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-2-r01,S4-AWS-2,ff455c38fa774b599d4847691b63c291,2026-09-08T14:54:10.140020259Z,1118868707,154161152,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-2-r01,S4-AWS-2,ff455c38fa774b599d4847691b63c291,2026-09-08T14:54:10.190291189Z,1169535222,85528576,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-2-r01,S4-AWS-2,ff455c38fa774b599d4847691b63c291,2026-09-08T14:54:10.240425185Z,1177144954,54149120,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-2-r01,S4-AWS-2,ff455c38fa774b599d4847691b63c291,2026-09-08T14:54:10.289931099Z,1202089912,54116352,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-2-r01,S4-AWS-2,ff455c38fa774b599d4847691b63c291,2026-09-08T14:54:10.340285911Z,1202401150,54116352,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-2-r01,S4-AWS-2,ff455c38fa774b599d4847691b63c291,2026-09-08T14:54:10.380027352Z,1202816179,54116352,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r01,S4-AWS-4,050220889959489bb6e4f9bfb1fc0f12,2026-09-08T14:54:10.8864754Z,144054166,9535488,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r01,S4-AWS-4,050220889959489bb6e4f9bfb1fc0f12,2026-09-08T14:54:10.936895706Z,144998569,9535488,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r01,S4-AWS-4,050220889959489bb6e4f9bfb1fc0f12,2026-09-08T14:54:10.98726812Z,145360176,9535488,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r01,S4-AWS-4,050220889959489bb6e4f9bfb1fc0f12,2026-09-08T14:54:11.037635196Z,145794306,9363456,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r01,S4-AWS-4,050220889959489bb6e4f9bfb1fc0f12,2026-09-08T14:54:11.08704397Z,146213908,9371648,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r01,S4-AWS-4,050220889959489bb6e4f9bfb1fc0f12,2026-09-08T14:54:11.137639163Z,146854374,9371648,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r01,S4-AWS-4,050220889959489bb6e4f9bfb1fc0f12,2026-09-08T14:54:11.186960945Z,147080252,9375744,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r01,S4-AWS-4,050220889959489bb6e4f9bfb1fc0f12,2026-09-08T14:54:11.236880365Z,148170412,9375744,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r01,S4-AWS-4,050220889959489bb6e4f9bfb1fc0f12,2026-09-08T14:54:11.287028993Z,196374120,16023552,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r01,S4-AWS-4,050220889959489bb6e4f9bfb1fc0f12,2026-09-08T14:54:11.336706884Z,243746067,18276352,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r01,S4-AWS-4,050220889959489bb6e4f9bfb1fc0f12,2026-09-08T14:54:11.386665257Z,247613499,18194432,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r01,S4-AWS-4,050220889959489bb6e4f9bfb1fc0f12,2026-09-08T14:54:11.43718388Z,305187472,67534848,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r01,S4-AWS-4,050220889959489bb6e4f9bfb1fc0f12,2026-09-08T14:54:11.487637648Z,355671242,78860288,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r01,S4-AWS-4,050220889959489bb6e4f9bfb1fc0f12,2026-09-08T14:54:11.53694971Z,405937363,78856192,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r01,S4-AWS-4,050220889959489bb6e4f9bfb1fc0f12,2026-09-08T14:54:11.58729399Z,456047380,78856192,
