mode,fault,stream,bucket_start_ms,trials,requests_mean,error_rate_mean,shed_rate_mean,affected_rate_mean,p99_mean_ms,max_mean_ms
baseline,none,poisoned-miss,45000.000,1,5.000,0.000000,0.000000,0.000000,624.745,625.201
baseline,none,poisoned-miss,50000.000,1,5.000,0.000000,0.000000,0.000000,557.469,562.341
baseline,none,poisoned-miss,55000.000,1,5.000,0.000000,0.000000,0.000000,546.341,557.099
baseline,none,poisoned-miss,60000.000,1,5.000,0.000000,0.000000,0.000000,542.747,554.966
baseline,none,poisoned-miss,65000.000,1,5.000,0.000000,0.000000,0.000000,541.981,572.494
baseline,none,poisoned-miss,70000.000,1,5.000,0.000000,0.000000,0.000000,543.717,548.589
baseline,none,poisoned-miss,75000.000,1,5.000,0.000000,0.000000,0.000000,540.557,546.287
baseline,none,poisoned-miss,80000.000,1,5.000,0.000000,0.000000,0.000000,554.245,562.909
baseline,none,poisoned-miss,85000.000,1,5.000,0.000000,0.000000,0.000000,540.178,552.528
baseline,none,poisoned-miss,90000.000,1,5.000,0.000000,0.000000,0.000000,547.152,558.215
baseline,none,poisoned-miss,95000.000,1,5.000,0.000000,0.000000,0.000000,550.901,554.475
baseline,none,poisoned-miss,100000.000,1,5.000,0.000000,0.000000,0.000000,551.878,563.630
baseline,none,poisoned-miss,105000.000,1,5.000,0.000000,0.000000,0.000000,568.511,577.775
baseline,none,poisoned-miss,110000.000,1,5.000,0.000000,0.000000,0.000000,542.140,547.916
baseline,none,poisoned-miss,115000.000,1,5.000,0.000000,0.000000,0.000000,558.656,622.038
baseline,none,poisoned-miss,120000.000,1,5.000,0.000000,0.000000,0.000000,554.679,564.695
baseline,none,poisoned-miss,125000.000,1,5.000,0.000000,0.000000,0.000000,562.946,631.496
baseline,none,poisoned-miss,130000.000,1,5.000,0.000000,0.000000,0.000000,544.639,573.173
baseline,none,poisoned-miss,135000.000,1,5.000,0.000000,0.000000,0.000000,537.816,556.925
baseline,none,poisoned-miss,140000.000,1,5.000,0.000000,0.000000,0.000000,553.175,619.746
baseline,none,poisoned-miss,145000.000,1,5.000,0.000000,0.000000,0.000000,553.477,571.547
