run_id,trial_id,mode,fault,repetition,valid,invalid_reason,started_at,finished_at,total_requests,success_requests,error_requests,shed_requests,kill_switch_requests,saturated_requests,fault_on_offset_ms,fault_off_offset_ms,kill_switch_on_offset_ms,kill_switch_off_offset_ms,derivative_hits,derivative_misses,transform_success,transform_error,transform_timeout,transform_shed,kill_switch_rejected,fault_injections,max_transform_waiting,max_original_bytes_inflight,cpu_time_ms,peak_rss_bytes,peak_cgroup_memory_bytes,hit_normal_p99_ms,hit_fault_p99_ms,hit_recovery_p99_ms,hit_fault_errors,hit_fault_requests,miss_normal_p99_ms,miss_fault_p99_ms,miss_recovery_p99_ms,miss_fault_errors,miss_fault_requests,poisoned_fault_errors,poisoned_fault_requests
aws-calib-e8c21674a86f,baseline-none-r01,baseline,none,1,false,stream_count_hit,2026-09-11T12:53:42.829197187Z,2026-09-11T12:56:33.39833Z,2300,2114,186,0,0,0,-1.000,-1.000,-1.000,-1.000,2077,223,37,0,117,0,0,0,30,138550816,0.000,1550077952,0,86.878,78.570,80.633,0,819,20691.509,24639.582,24800.076,30,30,60,60
aws-calib-e8c21674a86f,baseline-transform-timeout-r01,baseline,transform-timeout,1,true,,2026-09-11T12:56:33.671726927Z,2026-09-11T12:59:24.181538885Z,3202,3038,164,0,0,0,30010.483,90000.230,-1.000,-1.000,2979,223,59,0,126,0,0,53,30,138550816,0.000,1777741824,0,92.530,60.890,71.839,0,1198,17876.635,23450.755,24109.805,7,30,58,60
