mode,fault,stream,bucket_start_ms,trials,requests_mean,error_rate_mean,shed_rate_mean,affected_rate_mean,p99_mean_ms,max_mean_ms
baseline,none,healthy-miss,110000.000,0,0.000,0.000000,0.000000,0.000000,0.000,0.000
baseline,none,healthy-miss,115000.000,0,0.000,0.000000,0.000000,0.000000,0.000,0.000
baseline,none,healthy-miss,120000.000,0,0.000,0.000000,0.000000,0.000000,0.000,0.000
baseline,none,healthy-miss,125000.000,0,0.000,0.000000,0.000000,0.000000,0.000,0.000
baseline,none,healthy-miss,130000.000,0,0.000,0.000000,0.000000,0.000000,0.000,0.000
baseline,none,healthy-miss,135000.000,0,0.000,0.000000,0.000000,0.000000,0.000,0.000
baseline,none,healthy-miss,140000.000,0,0.000,0.000000,0.000000,0.000000,0.000,0.000
baseline,none,healthy-miss,145000.000,0,0.000,0.000000,0.000000,0.000000,0.000,0.000
baseline,none,poisoned-miss,0.000,0,0.000,0.000000,0.000000,0.000000,0.000,0.000
baseline,none,poisoned-miss,5000.000,0,0.000,0.000000,0.000000,0.000000,0.000,0.000
baseline,none,poisoned-miss,10000.000,0,0.000,0.000000,0.000000,0.000000,0.000,0.000
baseline,none,poisoned-miss,15000.000,0,0.000,0.000000,0.000000,0.000000,0.000,0.000
baseline,none,poisoned-miss,20000.000,0,0.000,0.000000,0.000000,0.000000,0.000,0.000
baseline,none,poisoned-miss,25000.000,0,0.000,0.000000,0.000000,0.000000,0.000,0.000
baseline,none,poisoned-miss,30000.000,0,0.000,0.000000,0.000000,0.000000,0.000,0.000
baseline,none,poisoned-miss,35000.000,0,0.000,0.000000,0.000000,0.000000,0.000,0.000
baseline,none,poisoned-miss,40000.000,0,0.000,0.000000,0.000000,0.000000,0.000,0.000
baseline,none,poisoned-miss,45000.000,0,0.000,0.000000,0.000000,0.000000,0.000,0.000
baseline,none,poisoned-miss,50000.000,0,0.000,0.000000,0.000000,0.000000,0.000,0.000
baseline,none,poisoned-miss,55000.000,0,0.000,0.000000,0.000000,0.000000,0.000,0.000
baseline,none,poisoned-miss,60000.000,0,0.000,0.000000,0.000000,0.000000,0.000,0.000
baseline,none,poisoned-miss,65000.000,0,0.000,0.000000,0.000000,0.000000,0.000,0.000
baseline,none,poisoned-miss,70000.000,0,0.000,0.000000,0.000000,0.000000,0.000,0.000
baseline,none,poisoned-miss,75000.000,0,0.000,0.000000,0.000000,0.000000,0.000,0.000
baseline,none,poisoned-miss,80000.000,0,0.000,0.000000,0.000000,0.000000,0.000,0.000
baseline,none,poisoned-miss,85000.000,0,0.000,0.000000,0.000000,0.000000,0.000,0.000
baseline,none,poisoned-miss,90000.000,0,0.000,0.000000,0.000000,0.000000,0.000,0.000
baseline,none,poisoned-miss,95000.000,0,0.000,0.000000,0.000000,0.000000,0.000,0.000
baseline,none,poisoned-miss,100000.000,0,0.000,0.000000,0.000000,0.000000,0.000,0.000
baseline,none,poisoned-miss,105000.000,0,0.000,0.000000,0.000000,0.000000,0.000,0.000
baseline,none,poisoned-miss,110000.000,0,0.000,0.000000,0.000000,0.000000,0.000,0.000
baseline,none,poisoned-miss,115000.000,0,0.000,0.000000,0.000000,0.000000,0.000,0.000
baseline,none,poisoned-miss,120000.000,0,0.000,0.000000,0.000000,0.000000,0.000,0.000
baseline,none,poisoned-miss,125000.000,0,0.000,0.000000,0.000000,0.000000,0.000,0.000
baseline,none,poisoned-miss,130000.000,0,0.000,0.000000,0.000000,0.000000,0.000,0.000
baseline,none,poisoned-miss,135000.000,0,0.000,0.000000,0.000000,0.000000,0.000,0.000
baseline,none,poisoned-miss,140000.000,0,0.000,0.000000,0.000000,0.000000,0.000,0.000
baseline,none,poisoned-miss,145000.000,0,0.000,0.000000,0.000000,0.000000,0.000,0.000
baseline,transform-timeout,hit,0.000,1,24.000,0.000000,0.000000,0.000000,27.713,38.236
baseline,transform-timeout,hit,5000.000,1,25.000,0.000000,0.000000,0.000000,81.637,81.771
baseline,transform-timeout,hit,10000.000,1,25.000,0.000000,0.000000,0.000000,81.992,82.030
baseline,transform-timeout,hit,15000.000,1,25.000,0.000000,0.000000,0.000000,81.771,82.136
baseline,transform-timeout,hit,20000.000,1,25.000,0.000000,0.000000,0.000000,81.770,82.801
baseline,transform-timeout,hit,25000.000,1,25.000,0.000000,0.000000,0.000000,81.977,96.713
baseline,transform-timeout,hit,30000.000,1,25.000,0.000000,0.000000,0.000000,53.540,58.280
baseline,transform-timeout,hit,35000.000,1,25.000,0.000000,0.000000,0.000000,32.336,50.787
baseline,transform-timeout,hit,40000.000,1,25.000,0.000000,0.000000,0.000000,28.955,36.209
baseline,transform-timeout,hit,45000.000,1,25.000,0.000000,0.000000,0.000000,28.984,49.199
baseline,transform-timeout,hit,50000.000,1,25.000,0.000000,0.000000,0.000000,30.841,39.278
baseline,transform-timeout,hit,55000.000,1,25.000,0.000000,0.000000,0.000000,29.173,38.648
baseline,transform-timeout,hit,60000.000,1,25.000,0.000000,0.000000,0.000000,28.554,28.836
baseline,transform-timeout,hit,65000.000,1,25.000,0.000000,0.000000,0.000000,28.159,28.733
baseline,transform-timeout,hit,70000.000,1,25.000,0.000000,0.000000,0.000000,27.234,28.717
baseline,transform-timeout,hit,75000.000,1,25.000,0.000000,0.000000,0.000000,28.751,28.893
baseline,transform-timeout,hit,80000.000,1,25.000,0.000000,0.000000,0.000000,29.080,36.674
baseline,transform-timeout,hit,85000.000,1,25.000,0.000000,0.000000,0.000000,39.081,40.783
baseline,transform-timeout,hit,90000.000,1,25.000,0.000000,0.000000,0.000000,81.146,81.423
baseline,transform-timeout,hit,95000.000,1,25.000,0.000000,0.000000,0.000000,82.154,82.796
baseline,transform-timeout,hit,100000.000,1,25.000,0.000000,0.000000,0.000000,82.324,82.458
baseline,transform-timeout,hit,105000.000,1,25.000,0.000000,0.000000,0.000000,81.809,82.316
baseline,transform-timeout,hit,110000.000,1,25.000,0.000000,0.000000,0.000000,81.416,82.051
baseline,transform-timeout,hit,115000.000,1,25.000,0.000000,0.000000,0.000000,82.057,82.240
baseline,transform-timeout,hit,120000.000,1,25.000,0.000000,0.000000,0.000000,81.480,81.847
baseline,transform-timeout,hit,125000.000,1,25.000,0.000000,0.000000,0.000000,81.522,86.619
baseline,transform-timeout,hit,130000.000,1,25.000,0.000000,0.000000,0.000000,46.342,81.248
baseline,transform-timeout,hit,135000.000,1,25.000,0.000000,0.000000,0.000000,81.269,81.296
baseline,transform-timeout,hit,140000.000,1,25.000,0.000000,0.000000,0.000000,81.909,82.079
baseline,transform-timeout,hit,145000.000,1,25.000,0.000000,0.000000,0.000000,32.001,81.914
baseline,transform-timeout,healthy-miss,0.000,0,0.000,0.000000,0.000000,0.000000,0.000,0.000
baseline,transform-timeout,healthy-miss,5000.000,1,1.000,0.000000,0.000000,0.000000,2266.849,2266.849
baseline,transform-timeout,healthy-miss,10000.000,1,1.000,0.000000,0.000000,0.000000,2245.158,2245.158
baseline,transform-timeout,healthy-miss,15000.000,1,1.000,0.000000,0.000000,0.000000,2240.757,2240.757
baseline,transform-timeout,healthy-miss,20000.000,1,1.000,0.000000,0.000000,0.000000,2052.523,2052.523
baseline,transform-timeout,healthy-miss,25000.000,1,1.000,0.000000,0.000000,0.000000,2122.038,2122.038
baseline,transform-timeout,healthy-miss,30000.000,1,1.000,0.000000,0.000000,0.000000,1629.489,1629.489
baseline,transform-timeout,healthy-miss,35000.000,1,1.000,0.000000,0.000000,0.000000,901.516,901.516
baseline,transform-timeout,healthy-miss,40000.000,1,1.000,0.000000,0.000000,1.000000,13338.064,13338.064
baseline,transform-timeout,healthy-miss,45000.000,1,1.000,0.000000,0.000000,1.000000,10828.393,10828.393
baseline,transform-timeout,healthy-miss,50000.000,1,1.000,0.000000,0.000000,1.000000,13328.858,13328.858
baseline,transform-timeout,healthy-miss,55000.000,1,1.000,0.000000,0.000000,1.000000,13327.241,13327.241
baseline,transform-timeout,healthy-miss,60000.000,1,1.000,0.000000,0.000000,1.000000,10825.925,10825.925
baseline,transform-timeout,healthy-miss,65000.000,1,1.000,0.000000,0.000000,1.000000,13331.892,13331.892
baseline,transform-timeout,healthy-miss,70000.000,1,1.000,0.000000,0.000000,1.000000,10874.739,10874.739
baseline,transform-timeout,healthy-miss,75000.000,1,1.000,0.000000,0.000000,1.000000,13332.809,13332.809
baseline,transform-timeout,healthy-miss,80000.000,1,1.000,0.000000,0.000000,1.000000,12825.264,12825.264
baseline,transform-timeout,healthy-miss,85000.000,1,1.000,0.000000,0.000000,1.000000,12522.430,12522.430
baseline,transform-timeout,healthy-miss,90000.000,1,1.000,0.000000,0.000000,1.000000,8825.079,8825.079
baseline,transform-timeout,healthy-miss,95000.000,1,1.000,0.000000,0.000000,1.000000,7282.616,7282.616
baseline,transform-timeout,healthy-miss,100000.000,1,1.000,0.000000,0.000000,1.000000,7213.905,7213.905
baseline,transform-timeout,healthy-miss,105000.000,1,1.000,0.000000,0.000000,0.000000,4781.397,4781.397
baseline,transform-timeout,healthy-miss,110000.000,1,1.000,0.000000,0.000000,0.000000,2229.106,2229.106
baseline,transform-timeout,healthy-miss,115000.000,1,1.000,0.000000,0.000000,0.000000,2155.777,2155.777
baseline,transform-timeout,healthy-miss,120000.000,1,1.000,0.000000,0.000000,0.000000,2277.274,2277.274
baseline,transform-timeout,healthy-miss,125000.000,1,1.000,0.000000,0.000000,0.000000,2331.995,2331.995
baseline,transform-timeout,healthy-miss,130000.000,1,1.000,0.000000,0.000000,0.000000,2329.363,2329.363
baseline,transform-timeout,healthy-miss,135000.000,1,1.000,0.000000,0.000000,0.000000,2114.053,2114.053
baseline,transform-timeout,healthy-miss,140000.000,1,1.000,0.000000,0.000000,0.000000,2237.832,2237.832
baseline,transform-timeout,healthy-miss,145000.000,1,1.000,0.000000,0.000000,0.000000,2145.481,2145.481
baseline,transform-timeout,poisoned-miss,0.000,1,1.000,0.000000,0.000000,0.000000,888.771,888.771
baseline,transform-timeout,poisoned-miss,5000.000,1,2.000,0.000000,0.000000,0.000000,874.487,2258.676
baseline,transform-timeout,poisoned-miss,10000.000,1,2.000,0.000000,0.000000,0.000000,875.203,2153.841
baseline,transform-timeout,poisoned-miss,15000.000,1,2.000,0.000000,0.000000,0.000000,892.567,2289.721
baseline,transform-timeout,poisoned-miss,20000.000,1,2.000,0.000000,0.000000,0.000000,870.375,2057.558
baseline,transform-timeout,poisoned-miss,25000.000,1,2.000,0.000000,0.000000,0.000000,890.303,2213.876
baseline,transform-timeout,poisoned-miss,30000.000,1,2.000,1.000000,0.000000,1.000000,20011.911,20016.588
baseline,transform-timeout,poisoned-miss,35000.000,1,2.000,1.000000,0.000000,1.000000,20011.335,20013.025
baseline,transform-timeout,poisoned-miss,40000.000,1,2.000,1.000000,0.000000,1.000000,20011.624,20014.181
baseline,transform-timeout,poisoned-miss,45000.000,1,2.000,1.000000,0.000000,1.000000,20009.632,20013.554
baseline,transform-timeout,poisoned-miss,50000.000,1,2.000,1.000000,0.000000,1.000000,20012.231,20015.590
baseline,transform-timeout,poisoned-miss,55000.000,1,2.000,1.000000,0.000000,1.000000,20010.527,20012.355
baseline,transform-timeout,poisoned-miss,60000.000,1,2.000,1.000000,0.000000,1.000000,20009.148,20067.685
baseline,transform-timeout,poisoned-miss,65000.000,1,2.000,1.000000,0.000000,1.000000,20009.569,20012.354
baseline,transform-timeout,poisoned-miss,70000.000,1,2.000,1.000000,0.000000,1.000000,20010.116,20013.601
baseline,transform-timeout,poisoned-miss,75000.000,1,2.000,1.000000,0.000000,1.000000,20012.283,20012.674
baseline,transform-timeout,poisoned-miss,80000.000,1,2.000,0.000000,0.000000,0.000000,11847.849,12131.300
baseline,transform-timeout,poisoned-miss,85000.000,1,2.000,0.000000,0.000000,0.000000,9917.943,10182.791
baseline,transform-timeout,poisoned-miss,90000.000,1,2.000,0.000000,0.000000,0.000000,9682.404,12283.236
baseline,transform-timeout,poisoned-miss,95000.000,1,2.000,0.000000,0.000000,0.000000,7481.126,9296.079
baseline,transform-timeout,poisoned-miss,100000.000,1,2.000,0.000000,0.000000,0.000000,3824.741,7081.630
baseline,transform-timeout,poisoned-miss,105000.000,1,2.000,0.000000,0.000000,0.000000,2508.321,4582.305
baseline,transform-timeout,poisoned-miss,110000.000,1,2.000,0.000000,0.000000,0.000000,884.739,2231.704
baseline,transform-timeout,poisoned-miss,115000.000,1,2.000,0.000000,0.000000,0.000000,893.904,2156.287
baseline,transform-timeout,poisoned-miss,120000.000,1,2.000,0.000000,0.000000,0.000000,904.273,2182.037
baseline,transform-timeout,poisoned-miss,125000.000,1,2.000,0.000000,0.000000,0.000000,884.284,2357.184
baseline,transform-timeout,poisoned-miss,130000.000,1,2.000,0.000000,0.000000,0.000000,888.867,2263.596
baseline,transform-timeout,poisoned-miss,135000.000,1,2.000,0.000000,0.000000,0.000000,872.573,2146.042
baseline,transform-timeout,poisoned-miss,140000.000,1,2.000,0.000000,0.000000,0.000000,905.580,2221.329
baseline,transform-timeout,poisoned-miss,145000.000,1,2.000,0.000000,0.000000,0.000000,900.810,2268.099
